StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
63,63F,"Liu et al., 2024 (a)",2024,"Hailun Agricultural Ecological Experimental Station of the Chinese Academy of Sciences in Hailun City, Heilongjiang Province","47°27_N, 126°41_E",47.45,La40,126.68333,Lo-0-180,42.83333206,MAP600,2.291666508,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Unknow,Tillage,Retention,Fertilizer,D5-10,D5-10,,10,2,R2,10,V4-V5,ITS2,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,-0.58037647,0.032999847,,,,,5.708,0.007678921,,3.390951276,-0.073450276,,NA,NA,,0.18242,-0.022171399,,3.686,0.463437081,,7.8,-0.269556735,,83.9259336,-0.675036683,,166.2155765,-0.126122212,,NA,NA,,NA,NA
66,66C,"Liu et al., 2023 (a)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Rice,"Rice, Ryegrass",Ryegrass,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,2,V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.73102146,0.139987733,,,,,9.378947368,0.054598712,,0.592,-0.095648075,,NA,NA,,0.064,-0.015748357,,NA,NA,,NA,NA,,49.6,0.031748698,,NA,NA,,NA,NA,,6750,-0.101253734
66,66D,"Liu et al., 2023 (a)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Rice,"Rice, Sorghum",Sorghum,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,2,V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.411052228,0.084720428,,,,,9.378947368,0.04391485,,0.592,-0.118205422,,NA,NA,,0.064,-0.015748357,,NA,NA,,NA,NA,,49.6,0.049174115,,NA,NA,,NA,NA,,6750,-0.241835684
88,88A,"Orrù et al., 2021",2021,"Foggia Province, Southern Italy, Apulia region","41°27_57.3__N, 15°30_19.8__E",41.465917,La40,15.5055,Lo-0-180,41.33333206,MAP600,15.66666698,MAT15,,Wheat,"Wheat, Tick bean",Tick bean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Unknow,No_tillage,No_retention,Fertilizer,D3-5,D5-10,,4.5,2,R2,9,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,0.099745528,0.105192729,,,,,7.79,0,,1.66,0,,NA,NA,,0.131,-0.023167059,,NA,NA,,NA,NA,,240.7,0.256884448,,1974,-0.134950839,,NA,NA,,NA,NA
88,88B,"Orrù et al., 2021",2021,"Foggia Province, Southern Italy, Apulia region","41°27_57.3__N, 15°30_19.8__E",41.465917,La40,15.5055,Lo-0-180,41.33333206,MAP600,15.66666698,MAT15,,Wheat,"Wheat, Tick bean",Tick bean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Unknow,No_tillage,Retention,Fertilizer,D3-5,D5-10,,4.5,2,R2,9,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,5,0.238813296,0.104430584,,,,,7.85,0.001273075,,1.59,0.030962226,,NA,NA,,0.101,0.085359849,,NA,NA,,NA,NA,,171.8,0.337220335,,1559.7,-0.030729584,,NA,NA,,NA,NA
91,91D,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Potato, Oat, Faba bean","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.331033148,0.08424863,,,,,8.1,0,,0.837209302,0.130053128,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.126293725,,28.9,0.063673095,,64.8,0.110900696,,NA,NA
91,91E,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Oat, Faba bean, Potato","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.59488264,0.067987901,,,,,8.1,0,,0.837209302,0.117783036,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.241675799,,28.9,-0.490276956,,64.8,0.055528142,,NA,NA
91,91F,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Faba bean, Potato, Oat","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.523209109,0.075618421,,,,,8.1,0,,0.837209302,0.105360516,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,17.7,-0.263494847,,28.9,-0.358158991,,64.8,0.08288766,,NA,NA
91,91J,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Potato, Oat, Faba bean","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.274968824,0.192028571,,,,,8.2,0,,0.872093023,0.058268908,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,0.034786116,,219.3,0.038904974,,64.2,0.125712745,,NA,NA
91,91K,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Oat, Faba bean, Potato","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.003187197,0.065145339,,,,,8.2,-0.012270093,,0.872093023,0.101352494,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,-0.019861626,,219.3,-0.752803279,,64.2,0.036701367,,NA,NA
91,91L,"Qin et al., 2022",2022,"Chabei Administration District, Zhangjiakou City, Hebei Province, China","41°25_00__N, 114°55_57__E",41.416667,La40,114.9325,Lo-0-180,32.33333206,MAP600,4.291666985,MAT8,,Potato,"Faba bean, Potato, Oat","Oat, Faba bean",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Solanaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.418079711,0.083725181,,,,,8.2,-0.012270093,,0.872093023,0.026317308,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,101.7,-0.034003276,,219.3,-0.102173625,,64.2,0.047157026,,NA,NA
100,100C,"Sun et al., 2024",2024,"Laixi experimental station of Shandong Peanut Research Institute, Shandong Province, China","36°48_47’’N, 120°30‘17’’E",36.813056,La20-40,120.504722,Lo-0-180,59.75,MAP600-1200,12.30000019,MAT8-15,,Peanut,"Peanut, Orychophragmus violaceus",Orychophragmus violaceus,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Brassicaceae,Legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,1.041676233,0.184159766,,,,,5.39,0.05592079,,1.103,-0.400491098,,NA,NA,,0.051,0.057158414,,4.08,0.562412993,,3.27,-0.233132109,,NA,NA,,NA,NA,,NA,NA,,3312,0.330241687
100,100D,"Sun et al., 2024",2024,"Laixi experimental station of Shandong Peanut Research Institute, Shandong Province, China","36°48_47’’N, 120°30‘17’’E",36.813056,La20-40,120.504722,Lo-0-180,59.75,MAP600-1200,12.30000019,MAT8-15,,Peanut,"Peanut, Orychophragmus violaceus",Orychophragmus violaceus,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Brassicaceae,Legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.599253977,0.194904105,,,,,5.37,-0.011236073,,0.919,-0.109115592,,NA,NA,,0.056,-0.018018506,,4.79,0.572358589,,1.84,0.876374124,,NA,NA,,NA,NA,,NA,NA,,3312,0.330241687
101,101B,"Tang et al., 2020",2020,Yunnan Normal University,25°3'18.45''N 102°41'48.80''E,25.055125,La20-40,102.696889,Lo-0-180,78.16666412,MAP600-1200,15.60833359,MAT15,,Sanqi,"Sanqi, Ginseng",Ginseng,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Araliaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Perennial,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D5,,0.5,2,R2,1,V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.95528792,0.190092227,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
103,103C,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,La20-40,105.25,Lo-0-180,20.58333397,MAP600,7.841666698,MAT8,,Watermelon,"Watermelon, Watermelon,Watermelon,Watermelon,Watermelon,Watermelon, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D5-10,,1,2,R2,7,V3-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,9,9,-0.932023615,0.021998,,,,,8.55,0.019687955,,0.361046512,0.304448932,,NA,NA,,0.017,1.137078569,,36,0.99119204,,NA,NA,,10.5,-1.121734706,,120,0.161268148,,NA,NA,,NA,NA
103,103D,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,La20-40,105.25,Lo-0-180,20.58333397,MAP600,7.841666698,MAT8,,Watermelon,"Watermelon, Sunflower",Sunflower,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Cucurbitaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D3-5,D5-10,,3.5,2,R2,7,V3-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,9,9,0.063178886,0.029372116,,,,,8.55,0.008153802,,0.361046512,0.050246047,,NA,NA,,0.017,0.567984038,,36,0.130053128,,NA,NA,,10.5,-0.856226491,,120,-0.114662908,,NA,NA,,NA,NA
106,106AA,"Town et al., 2022",2022,"Hon. Eugene F. Whelan Experimental Farm, Woodslee, ON ","42°13_N, 82°44_W",42.216667,La40,-82.733333,Lo-180-0,74.5,MAP600-1200,9.191666603,MAT8-15,,Maize,"Maize, Soybean, Winter wheat","Soybean, Wheat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D3-5,D10-20,,5,3,R3,15,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,-0.364794483,0.086735927,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106AB,"Town et al., 2022",2022,"Hon. Eugene F. Whelan Experimental Farm, Woodslee, ON ","42°13_N, 82°44_W",42.216667,La40,-82.733333,Lo-180-0,74.5,MAP600-1200,9.191666603,MAT8-15,,Maize,"Maize, Soybean, Winter wheat","Soybean, Wheat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D3-5,D10-20,,5,3,R3,15,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,-0.854624427,0.111221606,,,,,NA,NA,,2.05155,-0.005038139,,NA,NA,,0.199866,0.026508522,,21.375,0.363667979,,3.83032,-0.137199125,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106AC,"Town et al., 2022",2022,"Hon. Eugene F. Whelan Experimental Farm, Woodslee, ON ","42°13_N, 82°44_W",42.216667,La40,-82.733333,Lo-180-0,74.5,MAP600-1200,9.191666603,MAT8-15,,Maize,"Maize, Soybean, Winter wheat","Soybean, Wheat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D3-5,D10-20,,5,3,R3,15,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,-1.668006337,0.105832366,,,,,NA,NA,,1.94845,0.100589472,,NA,NA,,0.205235,-0.046862771,,6.75,0.510825624,,3.9123,-0.091733525,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106AD,"Town et al., 2022",2022,"Hon. Eugene F. Whelan Experimental Farm, Woodslee, ON ","42°13_N, 82°44_W",42.216667,La40,-82.733333,Lo-180-0,74.5,MAP600-1200,9.191666603,MAT8-15,,Maize,"Maize, Soybean, Winter wheat","Soybean, Wheat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D3-5,D10-20,,5,3,R3,15,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,0.876879123,0.06940423,,,,,NA,NA,,2.07216,-0.025187146,,NA,NA,,0.22,-0.066207792,,6.75,0.476924072,,3.59881,-0.041177383,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106K,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.011892405,0.169843245,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106L,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.307440944,0.169580854,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106M,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,1.471952647,0.088689778,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106N,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.877168158,0.065771607,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106O,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.595064384,0.178539398,,,,,NA,NA,,1.85563,-0.017225265,,NA,NA,,0.156613,-0.009507873,,19.3671,0.179049501,,2.53165,0.029555159,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106P,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.600077532,0.212453031,,,,,NA,NA,,1.85563,-0.034752447,,NA,NA,,0.156613,0.04519189,,19.3671,0.019415703,,2.53165,0.095308384,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106Q,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.094817947,0.061756511,,,,,NA,NA,,1.8662,-0.132995688,,NA,NA,,0.164315,0.007657066,,18.9873,-0.020200235,,2.50633,-0.095310978,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106R,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.57413115,0.058435603,,,,,NA,NA,,1.8662,-0.132995688,,NA,NA,,0.164315,-0.124548253,,18.9873,-0.579817367,,2.50633,0.141079648,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106S,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.644441777,0.219692384,,,,,NA,NA,,1.9507,-0.078836177,,NA,NA,,0.174118,-0.069399903,,12.1519,0.197823844,,2.83544,-0.05506031,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106T,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.760214387,0.257734504,,,,,NA,NA,,1.9507,-0.049964021,,NA,NA,,0.174118,-0.065891009,,12.1519,0.405462365,,2.83544,-0.185898468,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106Z,"Town et al., 2022",2022,"Hon. Eugene F. Whelan Experimental Farm, Woodslee, ON ","42°13_N, 82°44_W",42.216667,La40,-82.733333,Lo-180-0,74.5,MAP600-1200,9.191666603,MAT8-15,,Maize,"Maize, Soybean, Winter wheat","Soybean, Wheat",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D3-5,D10-20,,5,3,R3,15,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,4,4,-1.298257145,0.14527449,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
